,index,Escola,UF,Município,Endereço
7522,80765,EE - COLEGIO ESTADUAL CESARE CASALI,BA,Salvador,"NULL PIRAJA, 3 PIRAJA. 41290-540 Salvador - BA."
7523,80766,EE - COLEGIO ESTADUAL CIDADE DE CURITIBA,BA,Salvador,"R. RUA PADRE LUIS FILGUEIRAS, 00366 ENGENHO VELHO DE BROTAS. 40243-320 Salvador - BA."
7524,80767,EE - COLEGIO ESTADUAL COSME DE FARIAS,BA,Salvador,"R. RUA WENCESLAU GALO, 01152 COSME DE FARIAS. 40252-190 Salvador - BA."
7525,80768,EE - COLEGIO ESTADUAL DEPUTADO ROGERIO REGO,BA,Salvador,"R. RUA LUCIANO GOMES, 123 JARDIM CAJAZEIRAS. 41181-900 Salvador - BA."
7526,80769,EE - COLEGIO ESTADUAL LUIS ROGERIO DE SOUZA,BA,Salvador,"NULL DEOGRACIAS MANOEL DOS SANTOS, 00255 PLATAFORMA. 40717-633 Salvador - BA."
7527,80770,EE - COLEGIO ESTADUAL EDIVALDO BOAVENTURA,BA,Salvador,"RUA ARTHUR FRAGA, S/N CONJ VALE DOS RIOS. STIEP. 40000-990 Salvador - BA."
7528,80771,EE - COLEGIO ESTADUAL EURICLES DE MATOS,BA,Salvador,"R. RUA OSVALDO CRUZ, 00016 RIO VERMELHO. 41940-000 Salvador - BA."
7529,80772,ESCOLA MUNICIPAL FERNANDO PRESIDIO,BA,Salvador,"2ª TRAVESSA BELA VISTA DE TUBARAO, 364 PARIPE. PARIPE. 40820-790 Salvador - BA."
7530,80773,EE - COLEGIO ESTADUAL GOVERNADOR OTAVIO MANGABEIRA,BA,Salvador,"NULL SABOEIRO, 00046 PD,PD,PD. SABOEIRO. 41180-170 Salvador - BA."
7531,80774,ESCOLA MUNICIPAL GOVERNADOR ROBERTO SANTOS,BA,Salvador,"RUA SILVEIRA MARTINS, S/N CABULA. 41150-000 Salvador - BA."
7532,80775,ESCOLA MUNICIPAL IVONE VIEIRA LIMA,BA,Salvador,"RUA JAIME VIEIRA LIMA, S/N SAO JOAO DO CABRITO. 40490-005 Salvador - BA."
7533,80776,EE - COLEGIO ESTADUAL JOAO DAS BOTAS,BA,Salvador,"R. MORRO DO GAVAZZA, 00236 BARRA. 40140-020 Salvador - BA."
7534,80777,EE - COLEGIO ESTADUAL KLEBER PACHECO,BA,Salvador,"R. NUMA POMPILIO, 00237 PERNAMBUES. 41100-170 Salvador - BA."
7535,80778,EE - COLEGIO ESTADUAL MANOEL VITORINO - TEMPO INTEGRAL,BA,Salvador,"RUA WALDEMAR FALCAO, 07 CANDEAL. 40296-710 Salvador - BA."
7536,80779,EE - COLEGIO ESTADUAL PADRE PALMEIRA,BA,Salvador,"NULL ADRIANO DE AZEVEDO PONDE, 00001 STG. MUSSURUNGA I. 41490-150 Salvador - BA."
7537,80780,ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA,BA,Salvador,"R HENRIQUETA MARTINS CATARINO, SN FEDERACAO. 40230-101 Salvador - BA."
7538,80781,EE - COLEGIO ESTADUAL PINTO DE AGUIAR,BA,Salvador,"NULL DOUTOR ARTHUR COUTO, 00144 STC. MUSSURUNGA I. 41490-350 Salvador - BA."
7539,80782,EE - COLEGIO ESTADUAL PROFESSOR CARLOS SANT ANNA - TEMPO INTEGRAL,BA,Salvador,"R. RUA ALTO DOS COQUEIROS, 00372 NORDESTE. 40255-620 Salvador - BA."
7540,80783,EE - COLEGIO ESTADUAL EDVALDO FERNANDES - TEMPO INTEGRAL,BA,Salvador,"NULL PARAIBA, TANCREDO NEVES. 41207-310 Salvador - BA."
7541,80784,EE - ESCOLA PROFESSORA CANDOLINA - CLASSE VII - TEMPO INTEGRAL,BA,Salvador,"R. RUA PROFESSOR SOEIRO, 00033 PAU MIUDO. 40310-300 Salvador - BA."
7542,80785,EE - COLEGIO ESTADUAL RUTH PACHECO,BA,Salvador,"R. RUA REGIA BARRETO, 00372 SUSSUARANA. 41215-030 Salvador - BA."
7543,80786,ESCOLA MUNICIPAL OSVALDO GORDILHO,BA,Salvador,"R SANTO AGOSTINHO, 231 SAO CRISTOVAO. 41500-450 Salvador - BA."
7544,80787,EE - COLEGIO ESTADUAL SATIRO DIAS,BA,Salvador,"NULL PARA, 346 PITUBA. 41830-070 Salvador - BA."
7545,80788,EE - COLEGIO ESTADUAL SOLANGE HORTELIO FRANCO - TEMPO INTEGRAL,BA,Salvador,"R. RUA DIREITA DO URUGUAI, 00200 URUGUAI. 40750-600 Salvador - BA."
7546,80789,EE - COLEGIO ESTADUAL VERA LUX,BA,Salvador,"R. RUA NELSON LACERDA, NOVA BRASILIA. 41235-030 Salvador - BA."
7547,80790,EE - COLEGIO ESTADUAL VISCONDE DE MAUA,BA,Salvador,"R. RUA OSVALDO GORDILHO, 00319 PO,EN,ESC. SAO CRISTOVAO. 41510-010 Salvador - BA."
7548,80791,EE - COLEGIO ESTADUAL YEDA BARRADAS CARNEIRO - TEMPO INTEGRAL,BA,Salvador,"NULL BONSUCESSO, ALTO DO COQUEIRINHO. 41615-190 Salvador - BA."
7549,80792,ESCOLA MUNICIPAL JOAO FERREIRA,BA,Salvador,"RUA SAO PEDRO, 23 E VILA CANARIA. 41390-000 Salvador - BA."
7550,80793,EE - CENTRO EST DE ED PROFISSIONAL EM SAUDE E TECNOLOGIA DA INFORMACAO CARLOS CORREA DE MENEZES SANT,BA,Salvador,"NULL PARA, 264 AMARALINA. 41830-070 Salvador - BA."
7551,80794,EE - COLEGIO ESTADUAL DE APLICACAO ANISIO TEIXEIRA,BA,Salvador,"NULL DA MURICOCA, 00228 PARALELA. 41250-420 Salvador - BA."
7552,80795,EE - COLEGIO ESTADUAL BENTO GONCALVES,BA,Salvador,"RUA MELLO MORAES FILHO, 536 FAZENDA GRANDE DO RETIRO. 40350-000 Salvador - BA."
7553,80796,ESCOLA MUNICIPAL DE BOTELHO,BA,Salvador,"TRAVESSA DO BOTELHO DE MARE, SN BOTELHO. ENGENHO DE MARE - ILHA DE MARE. 42500-350 Salvador - BA."
7554,80797,ESCOLA MUNICIPAL PROFESSOR GUEDES,BA,Salvador,"RUA GERSON DE CARVALHO, 70 PROX A 4ª DP. SAO CAETANO. 40390-040 Salvador - BA."
7555,80798,ESCOLA MUNICIPAL LUIZA MAHIM,BA,Salvador,"RUA SIMON BOLIVAR, 471 ARMACAO. 41750-230 Salvador - BA."
7556,80799,EE - COLEGIO ESTADUAL BATISTA NEVES,BA,Salvador,"R. QUADRA 5 - URBIS, 00548 CAJAZEIRAS V. 41322-330 Salvador - BA."
7557,80800,EE - COLEGIO ESTADUAL PROFESSOR ROMULO ALMEIDA,BA,Salvador,"NULL DAS ARARAS, 00344 IMBUI. 41720-010 Salvador - BA."
7558,80801,EE - COLEGIO ESTADUAL DEPUTADO HENRIQUE BRITO - TEMPO INTEGRAL,BA,Salvador,"R. RUA ENGENHEIRO JOSE ANASOL, 420 BROTAS. 40275-220 Salvador - BA."
7559,80802,EE - COLEGIO ESTADUAL DEPUTADO LUIS EDUARDO MAGALHAES,BA,Salvador,"R. RUA MANOEL RUFINO, FR. ARENOSO. 41211-320 Salvador - BA."
7560,80803,EE - ESCOLA DE 1º GRAU JESUS CRISTO,BA,Salvador,"R. RUA JAIME VIEIRA LIMA, 104 PAU DA LIMA. 41235-000 Salvador - BA."
7561,80804,ESCOLA MUNICIPAL DO PESCADOR,BA,Salvador,"RUA RAFAEL PASTORE NETO, 340 COND COLINA DA FONTE. ITAPUA. 41640-280 Salvador - BA."
7562,80805,EE - ESCOLA DOM AVELAR BRANDAO VILELA,BA,Salvador,"R. RUA MELO MORAIS FILHO, 00410 FAZENDA GRANDE DO RETIRO. 41412-460 Salvador - BA."
7563,80806,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DOM BOSCO I,BA,Salvador,"RUA PROFESSOR SOEIRO, 15 PAU MUIDO. PAU MIUDO. 40310-300 Salvador - BA."
7564,80807,ESCOLA MUNICIPAL D EUGENIO DE ARAUJO SALES,BA,Salvador,"RUA AMBROSIO CALMON, S/N PERIPERI. PERIPERI. 40725-630 Salvador - BA."
7565,80808,EE - ESCOLA DONA JENNY GOMES,BA,Salvador,"R. VILA MILITAR DA AERONAUTICA, 00223 ITAPUA. 41610-120 Salvador - BA."
7566,80809,EE - COLEGIO ESTADUAL BARROS BARRETO,BA,Salvador,"R. RUA DA AUSTRALIA, 00061 PARIPE. 40800-010 Salvador - BA."
7567,80810,ESCOLA MUNICIPAL ENG CARLOS BATALHA,BA,Salvador,"RUA 22 DE MARCO, 22 SAO CAETANO. BOA VISTA DE SAO CAETANO. 40387-320 Salvador - BA."
7568,80811,ESCOLA MUNICIPAL DR EDUARDO DOTO,BA,Salvador,"RUA PEDRO DOS REIS GORDILHO, 335 PRAIA GRANDE. PRAIA GRANDE. 40725-000 Salvador - BA."
7569,80812,ESCOLA MUNICIPAL DRA MARIA DO CARMO VILACA,BA,Salvador,"RUA DOUTOR JORGE COSTA ANDRADE, S/N AGUAS CLARAS. 41310-260 Salvador - BA."
7570,80813,ESCOLA MUNICIPAL DURVAL PINHEIRO,BA,Salvador,"RUA GETULIO VARGAS, SN ALTO DA TEREZINHA. ALTO DA TEREZINHA. 40711-320 Salvador - BA."
7571,80814,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DE AMARALINA,BA,Salvador,"RUA VISCONDE DE ITABORAHY, 102 AMARALINA. 41900-031 Salvador - BA."
7572,80815,EE - COLEGIO ESTADUAL EDVALDO BRANDAO CORREIA,BA,Salvador,"R. QUADRA 3, CAMINHO 1, 00197 CAJAZEIRAS IV. 41334-210 Salvador - BA."
7573,80816,ESCOLA MUNICIPAL ENGENHEIRO GILBERTO PIRES MARINHO,BA,Salvador,"RUA TRANQUILINO MENDES, 364 LOBATO. 40480-100 Salvador - BA."
7574,80817,EE - COLEGIO ESTADUAL ERALDO TINOCO,BA,Salvador,"R. RUA 03 QUADRA G, 00071 SETE DE ABRIL. 41280-000 Salvador - BA."
7575,80818,EE - COLEGIO ESTADUAL ANA BERNARDES,BA,Salvador,"R. VIA LOCAL C-2, 01924 PD,TOR,AL. CAJAZEIRAS VI. 41336-070 Salvador - BA."
7576,80819,EE - COLEGIO ESTADUAL LUIZ JOSE DE OLIVEIRA,BA,Salvador,"R. RUA H SETOR I FAZENDA GRANDE I, FAZENDA GRANDE I. 40000-990 Salvador - BA."
7577,80820,EE - COLEGIO ESTADUAL MINISTRO ALIOMAR BALEEIRO,BA,Salvador,"R. RUA SATURNO, 00435 PERNAMBUES. 41110-070 Salvador - BA."
7578,80821,ESCOLA MUNICIPAL VISCONDE DE CAIRU,BA,Salvador,"RUA PIAUI, 198 PARIPE. 40800-065 Salvador - BA."
7579,80822,EE - COLEGIO ESTADUAL EDSON TENORIO DE ALBUQUERQUE,BA,Salvador,"NULL ALMIRANTE TAMANDARE, 25 PARIPE. 40800-490 Salvador - BA."
7580,80823,ESCOLA MUNICIPAL PROFESSORA ELISA SALDANHA,BA,Salvador,"PRACA REGINA GUIMARAES, 252 CAJAZEIRAS. FAZENDA GRANDE III. 41343-300 Salvador - BA."
7581,80824,EE - COLEGIO ESTADUAL PROFESSORA MARIA ANITA,BA,Salvador,"NULL COLINAS DE PERIPERI, PRAIA GRANDE. 40725-430 Salvador - BA."
7582,80825,ESCOLA MUNICIPAL PROFESSORA HILDA FORTUNA DE CASTRO,BA,Salvador,"AVENIDA ERICA, 197 CASTELO BRANCO. 41321-820 Salvador - BA."
7583,80826,EE - COLEGIO ESTADUAL BOLIVAR SANTANA,BA,Salvador,"R. 3 AV DO CAB, 350 CENTRO ADMINISTRATIVO DA BAHIA. 41215-250 Salvador - BA."
7584,80827,EE - COLEGIO ESTADUAL DINAH GONCALVES,BA,Salvador,"NULL ENGENHEIRO ANTONIO FRANCO, 328 VALERIA. 41305-000 Salvador - BA."
7585,80828,EE - COLEGIO ESTADUAL RUY BARBOSA - TEMPO INTEGRAL,BA,Salvador,"R. RUA BELA VISTA DO CABRAL, 34 NAZARE. 40000-990 Salvador - BA."
7586,80829,EE - COLEGIO ESTADUAL PROFESSOR NELSON BARROS,BA,Salvador,"R. RUA C SETOR C, 01090 CAJAZEIRAS X. 40000-990 Salvador - BA."
7587,80830,ESCOLA MUNICIPAL PROFESSOR ANTONIO PITHON PINTO,BA,Salvador,"ALAMEDA ALMIRANTE MARQUES DE LEAO, 448 FAZ COUTOS III. FAZENDA COUTOS. 40730-295 Salvador - BA."
7588,80831,EE - COLEGIO ESTADUAL NORMA RIBEIRO - TEMPO INTEGRAL,BA,Salvador,"NULL GILBERTO BASTOS, 00652 ARENOSO. 41211-825 Salvador - BA."
7589,80832,EE - COLEGIO ESTADUAL CELIA MATA PIRES,BA,Salvador,"NULL RUA DIRETA DO SANTO INACIO, 00083 MATA ESCURA. 40000-990 Salvador - BA."
7590,80833,EE - CENTRO ESTADUAL DE EDUCACAO MAGALHAES NETO,BA,Salvador,"NULL ALMIRANTE COELHO NETO, 00372 BARRIS. 40070-140 Salvador - BA."
7591,80834,ESCOLA MUNICIPAL PERMINIO LEITE,BA,Salvador,"RUA DEMOCRATA, 41 DOIS DE JULHO. 40060-100 Salvador - BA."
7592,80835,EE - ESCOLA ESTADUAL RAUL SA,BA,Salvador,"NULL DOUTOR ARTHUR COUTO, 00055 MUSSURUNGA I. 41490-350 Salvador - BA."
7593,80836,EE - COLEGIO ESTADUAL VALE DOS LAGOS,BA,Salvador,"R. CONJ. RES. VALE DOS LAGOS, VALE DOS LAGOS. 41253-283 Salvador - BA."
7594,80837,EE - COLEGIO ESTADUAL MESTRE MOA DO KATENDE,BA,Salvador,"R. RUA DIQUE PEQUENO, VASCO DA GAMA. 40000-990 Salvador - BA."
7595,80838,ESCOLA MUNICIPAL DEPUTADO GERSINO COELHO,BA,Salvador,"TRAVESSA FERNANDO DE SAO PAULO, 126 CABULA. DORON. 41194-117 Salvador - BA."
7596,80839,EE - COLEGIO ESTADUAL DONA MORA GUIMARAES,BA,Salvador,"R. FAZENDA GRANDE I, QUADRA C, CJ. FAZENDA GRANDE I. 41339-020 Salvador - BA."
7597,80840,EE - COLEGIO ESTADUAL JOSE TOBIAS NETO,BA,Salvador,"R. RAIMUNDO MAGALDE, 00123 COSTA AZUL. 41760-020 Salvador - BA."
7598,80841,EE - COLEGIO ESTADUAL HEITOR VILLA LOBOS,BA,Salvador,"R. THEODULO DE ALBUQUERQUE, 00457 CABULA VI. 41181-045 Salvador - BA."
7599,80842,EE - COLEGIO ESTADUAL HELENA MAGALHAES,BA,Salvador,"NULL DIRETA DE TANCREDO NEVES, TANCREDO NEVES. 41205-000 Salvador - BA."
7600,80843,ESCOLA MUNICIPAL MACHADO DE ASSIS,BA,Salvador,"RUA DOS FERROVIARIOS, 139 PLATAFORMA. 40717-430 Salvador - BA."
7601,80844,EE - COLEGIO ESTADUAL PROFESSORA MARILEINE DA SILVA - ANTIGA UEE MARCIA MECCIA,BA,Salvador,"R. RUA BENJAMIN ABDON, MATA ESCURA. 41220-480 Salvador - BA."
7602,80845,ESCOLA MUNICIPAL PEDRO VELOSO GORDILHO,BA,Salvador,"AVENIDA ALIOMAR BALEEIRO, S/N. SAO CRISTOVAO. 41510-010 Salvador - BA."
7603,80846,ESCOLA MUNICIPAL IRACI FRAGA,BA,Salvador,"RUA IRACI FRAGA, 127 AGUAS CLARAS. AGUAS CLARAS. 41311-312 Salvador - BA."
7604,80847,ESCOLA MUNICIPAL RISOLETA NEVES,BA,Salvador,"RUA DA HORTA, 205 SARAMANDAIA. PERNAMBUES. 41100-360 Salvador - BA."
7605,80848,ESCOLA MUNICIPAL ZACARIAS BOA MORTE,BA,Salvador,"AVENIDA PEIXE, 153 PERO VAZ. 40335-611 Salvador - BA."
7606,80849,ESCOLA MUNICIPAL FRANCISCA DE SANDE,BA,Salvador,"RUA MUNIZ TRAVASSO, 758 COUTOS. 40760-210 Salvador - BA."
7607,80850,ESCOLA MUNICIPAL FRANCISCO MANGABEIRA,BA,Salvador,"AVENIDA NESTOR DUARTE, 833 SAO CAETANO. 40391-200 Salvador - BA."
7608,80851,EE - COLEGIO ESTADUAL GENERAL DIONISIO CERQUEIRA,BA,Salvador,"R. RUA DO FUTURO ALTO SANTA CRUZ, S/N SANTA CRUZ. 41925-490 Salvador - BA."
7609,80852,ESCOLA MUNICIPAL GENERAL LABATUT,BA,Salvador,"RUA OITO DE NOVEMBRO, 383 RUA VELHA DE PIRAJA. PIRAJA. 41290-200 Salvador - BA."
7610,80853,EE - COLEGIO ESTADUAL PROFESSORA GEORGINA RAMOS DA SILVA,BA,Salvador,"R. PRACA DIDIE LUZ, 29 BOCA DO RIO. 41710-330 Salvador - BA."
7611,80854,ESCOLA MUNICIPAL GERALDO BISPO DOS SANTOS,BA,Salvador,"RUA JAIME VIEIRA LIMA, 02 BOIADEIRO. PLATAFORMA. 40490-005 Salvador - BA."
7612,80855,ESCOLA MUNICIPAL GERALDO TAVARES,BA,Salvador,"RUA ANTONIO FRANCISCO BRANDAO, 07 ROMA. ROMA. 40444-020 Salvador - BA."
7613,80856,EE - COLEGIO ESTADUAL PRESIDENTE GETULIO VARGAS,BA,Salvador,"NULL AUGUSTO GUIMARAES, 573 SOLEDADE. 40325-036 Salvador - BA."
7614,80857,EE - COLEGIO ESTADUAL HENRIQUETA MARTINS CATHARINO,BA,Salvador,"RUA HENRIQUETA MARTINS CATARINO, 158 FEDERACAO. 40230-101 Salvador - BA."
7615,80858,ESCOLA MUNICIPAL HERCILIA MOREIRA,BA,Salvador,"RUA MONTE CONSELHO, 121 RIO VERMELHO. 41940-370 Salvador - BA."
7616,80859,ESCOLA MUNICIPAL HILBERTO SILVA,BA,Salvador,"1ª TRAVESSA SAO DOMINGOS, 126 BAIXA DO FISCAL. CALCADA. 40411-200 Salvador - BA."
7617,80860,ESCOLA MUNICIPAL HILDETE BAHIA DE SOUZA,BA,Salvador,"R BOTUPORA, PERNAMBUES. 41100-060 Salvador - BA."
7618,80861,ESCOLA MUNICIPAL HILDETE LOMANTO,BA,Salvador,"RUA PREDILIANO PITTA, 01 GARCIA. 40100-200 Salvador - BA."
7619,80862,EE - COLEGIO ESTADUAL DOIS DE JULHO,BA,Salvador,"RUA MELLO MORAES FILHO, 311 FAZENDA GRANDE DO RETIRO. 40352-000 Salvador - BA."
7620,80863,ESCOLA MUNICIPAL IRMA ELISA MARIA,BA,Salvador,"RUA DIVALDO PEREIRA FRANCO, 148 KM 6,5. NOVA BRASILIA. 41350-225 Salvador - BA."
7621,80864,ESCOLA MUNICIPAL IACY VAZ FAGUNDES,BA,Salvador,"RUA SERGIO DE CARVALHO, 128-E FEDERACAO. 40230-680 Salvador - BA."
7622,80865,ESCOLA MUNICIPAL JAIME VIEIRA LIMA,BA,Salvador,"RUA CELIA MARTA, 3 JARDIM CAJAZEIRAS. 41230-330 Salvador - BA."
7623,80866,ESCOLA MUNICIPAL JANDIRA DANTAS COSTA,BA,Salvador,"RUA GERALDINA FERNANDES, 95 CASA. PALESTINA. 41308-063 Salvador - BA."
7624,80867,EE - COLEGIO ESTADUAL JOAO CARIBE,BA,Salvador,"NULL SANTA FILOMENA, 443 SAO TOME DE PARIPE. 40800-170 Salvador - BA."
7625,80868,ESCOLA MUNICIPAL JOAO XXIII,BA,Salvador,"RUA ALMIRANTE ALVES CAMARA, 114 ENGENHO VELHO DE BROTAS. 40243-000 Salvador - BA."
7626,80869,ESCOLA MUNICIPAL JOSE CALAZANS BRANDAO DA SILVA,BA,Salvador,"RUA DO FUTURO, SN SANTA CRUZ. 41925-490 Salvador - BA."
7627,80870,ESCOLA MUNICIPAL JUAREZ GOES DE SOUZA,BA,Salvador,"RUA DA PEDREIRA ARATU, 681 FAZ IPITANGA. SAO CRISTOVAO. 41500-690 Salvador - BA."
7628,80871,ESCOLA MUNICIPAL JUIZ OSCAR MESQUITA,BA,Salvador,"RUA POCO VERDE, 162 SAO CRISTOVAO. 41510-510 Salvador - BA."
7629,80872,ESCOLA MUNICIPAL LANDULFO ALVES,BA,Salvador,"RUA ANTONIO TEIXEIRA DE CARVALHO,, 25 ENG VELHO DE BROTAS. ENGENHO VELHO DE BROTAS. 40243-110 Salvador - BA."
7630,80873,ESCOLA MUNICIPAL LEOVICIA ANDRADE,BA,Salvador,"RUA CLERISTON ANDRADE, 128 CALABETAO. 41227-050 Salvador - BA."
7631,80874,ESCOLA MUNICIPAL MADRE HELENA IRMAOS KENNEDY,BA,Salvador,"2ª TRAVESSA DA VENTOSA, 19 PERNAMBUES. PERNAMBUES. 41120-023 Salvador - BA."
7632,80875,ESCOLA MUNICIPAL MAJOR ELOI MAGALHAES,BA,Salvador,"R FREITAS HENRIQUE, 409 BAIXA DE QUINTAS. 40320-165 Salvador - BA."
7633,80876,ESCOLA MUNICIPAL MANUEL LISBOA,BA,Salvador,"RUA ANTONINO CASAES, 199 ITAPUA. ITAPUA. 41610-000 Salvador - BA."
7634,80877,ESCOLA MUNICIPAL DR MARCOS VINICIUS VILACA,BA,Salvador,"VILA ANTONIO BALBINO, 78 ENT BARROS REIS. IAPI. 40330-695 Salvador - BA."
7635,80878,EE - COLEGIO ESTADUAL MARECHAL MASCARENHAS DE MORAIS,BA,Salvador,"R. AVENIDA DORIVAL CAYMMI, ITAPUA. 41635-151 Salvador - BA."
7636,80879,ESCOLA MUNICIPAL MARIA AMALIA PAIVA,BA,Salvador,"RUA DOUTOR EDGARD BARROS,, 40 NORDESTE. 41900-420 Salvador - BA."
7637,80880,EE - COLEGIO ESTADUAL MARIA AMELIA SANTOS,BA,Salvador,"NULL ANTONIO CARLOS MAGALHAES, 00180 SAO MARCOS. 41253-260 Salvador - BA."
7638,80881,ESCOLA MUNICIPAL MARIA ANTONIETA ALFARANO,BA,Salvador,"RUA MARIA ANTONIETA, 67 CAJAZEIRAS. CAJAZEIRAS XI. 41347-692 Salvador - BA."
7639,80882,ESCOLA MUNICIPAL MARIA CONSTANCIA MORAES DE CARVALHO,BA,Salvador,"TRAVESSA UNIAO, LOBATO. 40470-050 Salvador - BA."
7640,80883,ESCOLA MUNICIPAL MARIA QUITERIA,BA,Salvador,"RUA DAS PITANGUEIRAS, 508 MATATU. MATATU. 40255-436 Salvador - BA."
7641,80884,EE - ESCOLA MARIA ROMANA CALMON,BA,Salvador,"R. RUA ALMIRANTE ALVES CAMARA, 114 ENGENHO VELHO DE BROTAS. 40243-000 Salvador - BA."
7642,80885,ESCOLA MUNICIPAL MARIA ROSA FREIRE,BA,Salvador,"RUA DIRETA DA PALESTINA, SN PALESTINA. PALESTINA. 41308-000 Salvador - BA."
7643,80886,EE - COLEGIO ESTADUAL MARIO COSTA NETO,BA,Salvador,"NULL ENGENHEIRO JAIME ZAVERUCHA, 00096 FEDERACAO. 40230-320 Salvador - BA."
7644,80887,ESCOLA MUNICIPAL MARISA BAQUEIRO COSTA,BA,Salvador,"RUA REGIA BARRETO, S/N SARAMANDAIA. PERNAMBUES. 41100-735 Salvador - BA."
7645,80888,ESCOLA MUNICIPAL MARTAGAO GESTEIRA,BA,Salvador,"RUA ALMIRANTE ALVES CAMARA, 114 ENGENHO VELHO DE BROTAS. 40243-000 Salvador - BA."
7646,80889,ESCOLA MUNICIPAL MELVIN JONES,BA,Salvador,"RUA JAIME COELHO, 60 MASSARANDUBA. MASSARANDUBA. 40435-365 Salvador - BA."
7647,80890,EE - COLEGIO ESTADUAL MONSENHOR MANOEL BARBOSA,BA,Salvador,"CONJUNTO GUILHERME MARBACK, S/N CJ. IMBUI. 41710-045 Salvador - BA."
7648,80891,ESCOLA MUNICIPAL XAVIER MARQUES,BA,Salvador,"RUA DO BOM JUA, 782 BOM JUA. FAZENDA GRANDE DO RETIRO. 40353-160 Salvador - BA."
7649,80892,ESCOLA MUNICIPAL CABULA I,BA,Salvador,"PRACA MANOEL CLEMENTE FERREIRA, 90 CABULA. CABULA. 41195-215 Salvador - BA."
7650,80893,ESCOLA MUNICIPAL FRANCISCO LEITE,BA,Salvador,"RUA CELIKA NOGUEIRA, 1214 AGUAS CLARAS. AGUAS CLARAS. 41310-200 Salvador - BA."
7651,80894,ESCOLA MUNICIPAL DA ENGOMADEIRA,BA,Salvador,"RUA DA ENGOMADEIRA, 53 SEM COMPLEMENTO. ENGOMADEIRA. 41200-005 Salvador - BA."
7652,80895,ESCOLA MUNICIPAL FAZENDA GRANDE,BA,Salvador,"PRACA PRAZERES CALMON, 90 FAZENDA GRANDE DO RETIRO. 40353-335 Salvador - BA."
7653,80896,ESCOLA MUNICIPAL DA PALESTINA,BA,Salvador,"RUA DA PALESTINA, 177 PALESTINA. PALESTINA. 41308-025 Salvador - BA."
7654,80897,ESCOLA MUNICIPAL DE CAJAZEIRAS XI,BA,Salvador,"RUA JORNALISTA JOSE CURVELLO, 419 SEM COMPLEMENTO. CAJAZEIRAS XI. 41341-530 Salvador - BA."
7655,80898,ESCOLA MUNICIPAL DE FAZENDA COUTOS,BA,Salvador,"ALAMEDA ALMIRANTE MARQUES DE LEAO, 465 FAZENDA COUTOS III. FAZENDA COUTOS. 40730-295 Salvador - BA."
7656,80899,ESCOLA MUNICIPAL DE NOVA SUSSUARANA,BA,Salvador,"RUA DAS MANGUEIRAS, 7 SEM COMPLEMENTO. SUSSUARANA. 41215-000 Salvador - BA."
7657,80900,ESCOLA MUNICIPAL DE PARIPE,BA,Salvador,"RUA NOSSA SENHORA APARECIDA, 53 PARIPE. PARIPE. 40800-025 Salvador - BA."
7658,80901,ESCOLA MUNICIPAL DE PERIPERI,BA,Salvador,"RUA ROSALVO BARBOSA ROMEU, 319 PERIPERI. PERIPERI. 40720-550 Salvador - BA."
7659,80902,ESCOLA MUNICIPAL DE PERNAMBUES,BA,Salvador,"AVENIDA SAO PAULO, SN PERNAMBUES. 41100-305 Salvador - BA."
7660,80903,ESCOLA MUNICIPAL DE PITUACU,BA,Salvador,"RUA JOAO PAULO II, SN PITUACU. 41741-140 Salvador - BA."
7661,80904,ESCOLA MUNICIPAL DE PLATAFORMA,BA,Salvador,"RUA URSULA CATARINO, SN PLATAFORMA. PLATAFORMA. 40710-680 Salvador - BA."
7662,80905,ESCOLA MUNICIPAL DO BEIRU,BA,Salvador,"RUA LUCIANO SANTOS, S/N BEIRU. ARENOSO. 41211-025 Salvador - BA."
7663,80906,ESCOLA MUNICIPAL DO CALABETAO,BA,Salvador,"RUA CLERISTON ANDRADE, SN CALABETAO. 41227-050 Salvador - BA."
7664,80907,ESCOLA MUNICIPAL ESTHER FELIX DA SILVA,BA,Salvador,"ALAMEDA ALMIRANTE MARQUES DE LEAO, 491 FAZENDA COUTOS III. FAZENDA COUTOS. 40730-295 Salvador - BA."
7665,80908,ESCOLA MUNICIPAL FAZENDA GRANDE II MINISTRO CARLOS SANTANA,BA,Salvador,"RUA DOUTOR EDISON TEIXEIRA BARBOSA, 85 FAZENDA GRANDE II. 41342-165 Salvador - BA."
7666,80909,ESCOLA MUNICIPAL FONTE DO CAPIM,BA,Salvador,"1ª TRAVESSA LIDIO DOS SANTOS, 83 1 TRAVESSA. FAZENDA GRANDE DO RETIRO. 40355-020 Salvador - BA."
7667,80910,ESCOLA MUNICIPAL LAGOA DO ABAETE,BA,Salvador,"TRAVESSA PAULO AFONSO BAQUEIRO, 17 NOVA BRASILIA. NOVA BRASILIA DE ITAPUA. 41611-230 Salvador - BA."
7668,80911,ESCOLA MUNICIPAL MIRANTES DE PERIPERI,BA,Salvador,"RUA DO CURIO, 1085 MIRANTES DE PERIPERI. PERIPERI. 40720-272 Salvador - BA."
7669,80912,ESCOLA MUNICIPAL DE NOVO MAROTINHO,BA,Salvador,"AVENIDA ALIOMAR BALEEIRO, NOVO MAROTINHO. 41388-005 Salvador - BA."
